0.253785372,-0.155623108,10.16817474
0.260968,-0.179565132,10.06282997
0.256179571,-0.169988319,10.07480049
0.275333196,-0.258573771,10.12268448
0.263362199,-0.198718742,10.09634876
0.256179571,-0.129286885,10.10353088
0.253785372,-0.18435353,10.00536919
0.241814375,-0.215478152,10.13704967
0.280121595,-0.18674773,10.12029076
0.256179571,-0.141257897,10.10831928
0.313640416,-0.196324542,10.17535686
0.270544797,-0.220266551,10.04846478
0.232237563,-0.153228909,10.05804157
0.289698392,-0.158017308,10.08677197
0.287304193,-0.153228909,10.07719517
0.318428814,-0.155623108,10.11310768
0.270544797,-0.126892686,10.13465595
0.227449164,-0.20590134,10.21366405
0.225054964,-0.196324542,10.08916569
0.270544797,-0.172382519,10.05804157
0.289698392,-0.155623108,10.09634876
0.256179571,-0.172382519,10.0508585
0.20350714,-0.189141929,10.11071396
0.251391172,-0.193930343,10.14662647
0.272938997,-0.18435353,10.21605873
0.325611442,-0.225054964,10.12507915
0.251391172,-0.213083953,10.08916569
0.210689753,-0.189141929,10.11789608
0.248996973,-0.155623108,10.09156036
0.253785372,-0.196324542,10.11071396
0.237025961,-0.229843363,10.07958889
0.225054964,-0.165199921,10.07001209
0.268150598,-0.20590134,10.13944435
0.301669419,-0.189141929,10.11789608
0.272938997,-0.213083953,10.08916569
0.328005642,-0.196324542,10.09874249
0.229843363,-0.234631762,10.0508585
0.229843363,-0.155623108,10.14423275
0.268150598,-0.222660765,10.08916569
0.251391172,-0.234631762,10.10113716
0.265756398,-0.215478152,10.13944435
0.33518824,-0.162805721,10.12268448
0.275333196,-0.165199921,10.15141487
0.272938997,-0.217872351,10.08198357
0.239420176,-0.198718742,10.10831928
0.237025961,-0.18435353,9.976638794
0.215478152,-0.222660765,10.02212811
0.294486821,-0.193930343,10.10831928
0.234631762,-0.232237563,10.08198357
0.253785372,-0.20350714,10.08677197
0.189141929,-0.181959331,10.0460701
0.234631762,-0.244208574,10.13944435
0.260968,-0.165199921,10.08916569
0.280121595,-0.14844051,10.09874249
0.241814375,-0.162805721,10.11550236
0.284909993,-0.217872351,10.14423275
0.275333196,-0.193930343,10.12507915
0.248996973,-0.160411507,10.10831928
0.189141929,-0.222660765,10.12029076
0.256179571,-0.248996973,10.10592556
0.239420176,-0.177170932,10.10113716
0.323217243,-0.222660765,10.02212811
0.217872351,-0.20590134,10.06522369
0.289698392,-0.222660765,10.09874249
0.232237563,-0.169988319,10.01015759
0.229843363,-0.217872351,10.15141487
0.316034615,-0.217872351,10.09634876
0.229843363,-0.162805721,10.07480049
0.280121595,-0.196324542,10.07958889
0.275333196,-0.208295554,10.0364933
0.282515794,-0.193930343,10.04367638
0.253785372,-0.196324542,10.07480049
0.248996973,-0.196324542,10.08198357
0.294486821,-0.239420176,10.10592556
0.280121595,-0.136469498,10.11310768
0.220266551,-0.138863698,10.12507915
0.241814375,-0.177170932,10.15859795
0.339976639,-0.153228909,10.10353088
0.177170932,-0.189141929,10.03888798
0.275333196,-0.181959331,10.10831928
0.263362199,-0.251391172,10.09874249
0.217872351,-0.201112941,10.00776291
0.275333196,-0.155623108,10.12747288
0.248996973,-0.244208574,10.13704967
0.172382519,-0.222660765,10.0412817
0.225054964,-0.196324542,10.09156036
0.201112941,-0.136469498,10.12747288
0.225054964,-0.208295554,10.10113716
0.244208574,-0.153228909,10.18493366
0.275333196,-0.179565132,10.18732834
0.256179571,-0.153228909,10.11789608
0.287304193,-0.198718742,10.01015759
0.215478152,-0.179565132,10.14662647
0.253785372,-0.210689753,10.0604353
0.248996973,-0.150834709,10.12986755
0.256179571,-0.141257897,10.16099167
0.256179571,-0.239420176,10.13944435
0.215478152,-0.169988319,10.08198357
0.258573771,-0.153228909,10.11310768
0.263362199,-0.181959331,10.05325317
